200204010001,2002,4,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","04/01/2002: Five Molotov cockatil firebombs were launched at a Belgian synagogue located in the Anderlecht suburb of Brussels. Two firebombs hit the building, breaking through windows, and caused a fire. Local fire patrols contained the fire withing 45 minutes, and no one was injured. The attack was blamed on rising tensions over the Israeli-Palestinian battles. There were no suspects.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Unknown,A Belgian synagogue in Anderlict.,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"\"\"Belgian Government Condems Arson Attack Against Synagogue","\"\" Groot Bijgaarden de Standaard website","04/02/2002.\"","\"\"\"Belgium: Synagogue Targeted in Arson Attack in Brussles","\"\" Groot Bijgaarden de Standaard website","04/01/2002.\"","\"Jacques Remertz, \"\"Belgian Synagogue Petrol Bombed; vox pop",official reaction,"\"\" Brussels RTBF La Premier Radio"
199203230011,1992,3,23,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,Turkish Airlines,Office,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,9,Melee,21,Blunt Object,"","","","","","","","",Hammer; Stones,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199203230012,1992,3,23,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",1,Business,3,Bank/Commerce,Turkish Bank,Branch,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,9,Melee,21,Blunt Object,"","","","","","","","",Hammers; Stones,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199210120002,1992,10,12,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",1,Business,3,Bank/Commerce,"",Turkish-owned Bank (name not given,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199210300005,1992,10,30,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,"",Club Sulo,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,30,"","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","",Axe; Knives,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199211240005,1992,11,24,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",Turkish Cafe,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,0,"","",0,"","",1,3,Minor (likely < $1 million),1900,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199401010014,1994,1,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,83,Protester,Unknown,Pro-Kurdish Demonstration,209,Turkey,"","","","","","","","","","","","","","","","",Anti-Kurdish Turks,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,8,Incendiary,"","","","","","","","","","",Knife; Incendiary,"","","",11,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199401020004,1994,1,2,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,83,Protester,Uknown,Pro-Kurdish Freedom March,209,Turkey,"","","","","","","","","","","","","","","","",Anti-Kurdish Turks,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,8,Incendiary,"","","","","","","","","","",Knife; Incendiary,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199402270008,1994,2,27,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Uknown,Jewish Museum,21,Belgium,"","","","","","","","","","","","","","","","",Pro-Palestinian Immigrants,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",Stones,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199402270009,1994,2,27,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,8,Unarmed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Police,Unit,21,Belgium,"","","","","","","","","","","","","","","","",Pro-Palestinian Immigrants,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",Stones,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199411280008,1994,11,28,"",0,"",21,8,Western Europe,Flanders,Mechelen,51.02511,4.47658,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Turkish Owned Shop,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",5,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199501170004,1995,1,17,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),17,Head of State,Government,Belgian Prime Minister,21,Belgium,"","","","","","","","","","","","","","","","",Armed Islamic Group (GIA),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Bomb,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199703170011,1997,3,17,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",Cafe,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,4,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,4,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199706230005,1997,6,21,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Turkish Embassy,21,Belgium,"","","","","","","","","","","","","","","","",Armenian Secret Army for the Liberation of Armenia,Gourgen Yanikian,"","","","","",0,"","",0,1,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199810010001,1998,10,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","10/01/1998: Officials from the bomb-disposal squad neutralized an unexploded hand grenade found underneath a parked car outside the Israeli Embassy in Brussels, Belgium. No further information was provided.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Israeli Ministry of Foreign Affairs,"Israeli Embassy in Brussels, Belgium",97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Belgian Police Defuse Grenade Outside Israeli Embassy",� BBC,October 2,"1998.\"","Danna, Harman, �News in Brief,� The Jerusalem Post, October 2, 1998","\"\"\"Unexploded Hand Grenade Found Outside Israeli Embassy",� The Associated Press,October 1,"1998.\""
199810220001,1998,10,22,"",0,"",21,8,Western Europe,Flanders,Bredabaan,51.26156,4.463925,1,0,"","10/22/1998: The Animal Liberation Front (ALF) claimed responsibility for an attack on the Quick restaurant at Bredabaan in Schoten, Belgium. The activists tried to set fire to the restaurant after getting in through the back door of the building. A passer-by noticed the flames and notified officials, preventing any serious damage to the building.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,2,Restaurant/Bar/Caf�,Quick Restaurant LTD.,"Quick restaurant at Bredabaan in Schoten, Belgium",21,Belgium,"","","","","","","","","","","","","","","","",Animal Liberation Front (ALF),"","","","","",Unknown,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","\"\"\"Hamburgers Flamed in Belgium",Le Figaro,October 30,"1998.\"","\"\"\"ALF�s Tenth Action on Belgium Territory",� Le Soir,October 24,"1998\"",""
199811170001,1998,11,17,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","11/17/1998: Between 200 and 300 Turks led by activists of the Turkish far-right movement, Lupi Grigi (Grey Wolves), attacked premises housing Kurdish cultural associations with petrol bombs and bricks. The attack occurred in the Saint-Josse-ten-Noode Municipality of the Brussels-Capital Region, Belgium.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",12,NGO,"","",Kurdish Cultural Association,Kurdish Cultural Association in Saint-Josse-ten-Noode,21,Belgium,"","","","","","","","","","","","","","","","",Grey Wolves,Bozkurtlar,"","","","",Unknown,0,"","",0,300,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,9,Melee,21,Blunt Object,"","","","","","","","",Petrol bombs and bricks,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","�Belgian Police Failed to Stop Turkish Attack on Kurds,� Brussels La Une Radio Network, November 18, 1998.","","",CETIS,1,1,0,1,""
199907100002,1999,7,10,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","07/10/1999: Suspected members of the Animal Liberation Front (ALF) set fire to a truck owned by the De Hert and Willemsen meat processing company in Antwerp, Belgium. The truck was damaged, but no injuries were reported.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,5,Industrial/Textiles/Factory,The De Hert and Willemsen Meat Processing Company,"Hert and Willemsen Meat Processing Company Truck in Antwerp, Belgium",21,Belgium,"","","","","","","","","","","","","","","","",Animal Liberation Front (ALF),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The truck was damaged from the fire.,0,"","","","","","","","","","","","","","","","","\"\"\"ALF Behind 10 July Arson Attack in Antwerp",� De Morgen,July 13,"1999.\"","","",CETIS,0,1
199908120001,1999,8,12,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","08/12/1999: A McDonald's restaurant was destroyed by fire in Antwerp, Belgium. The letters ALF, the initials of the Animal Liberation Front (ALF), were found painted at the scene. The attack caused an estimated $1.5-million in damages to the building, including a collapsed roof.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,4,Multinational Corporation,McDonald's,"McDonald's in Antwerp, Belgium",217,United States,"","","","","","","","","","","","","","","","",Animal Liberation Front (ALF),"","","","","",In protest of the use of meat.,0,"","",0,"",0,1,5,Note left at scene,"","","","","","",-9,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),1500000,The roof of the restaurant collapsed.,0,"","","","","","","","","","","","","","","",According to reports the ALF has targeted McDonald's restaurants in the past.,"Alan Freeman, �Fire destroys McDonald's in Antwerp No one injured in attack linked to militant British animal-rights group,� The Globe and Mail, August 13, 1999.","","",CETIS,0,1,1,1,""
